trench_id,mean_rate_per_min,mean_rate_per_hr
0,0.032074144200204685,1.924448652012281
2,0.02212524551601608,1.3275147309609647
3,0.022845530239526245,1.3707318143715748
4,0.024249992264339344,1.4549995358603607
5,0.022260246826965802,1.335614809617948
6,0.023672637916565566,1.420358274993934
7,0.022986627774796528,1.3791976664877916
9,0.024003857317879605,1.4402314390727762
10,0.02685222295655419,1.6111333773932512
11,0.02384560610415784,1.4307363662494703
12,0.015824845898995937,0.9494907539397562
13,0.025964199272482755,1.5578519563489652
14,0.024959502386560906,1.4975701431936543
15,0.023348247674386993,1.4008948604632196
16,0.021881603386883577,1.3128962032130147
17,0.022937331101138436,1.3762398660683062
18,0.025677351377358573,1.5406410826415144
19,0.016309406775953713,0.9785644065572228
20,0.02343489999408599,1.4060939996451594
21,0.05933790294131667,3.560274176479
22,0.022343739989631923,1.3406243993779154
23,0.020674365542153815,1.240461932529229
24,0.024792773315308835,1.4875663989185302
25,0.023348724549766508,1.4009234729859905
27,0.0200840773187867,1.205044639127202
29,0.059088922250531965,3.545335335031918
31,0.023682001753487756,1.4209201052092653
33,0.022995978372427173,1.3797587023456304
36,0.025251371781775823,1.5150823069065493
40,0.28284119095267923,16.970471457160755
41,0.07053628755713359,4.2321772534280155
55,0.02458247287667226,1.4749483726003356
56,0.026547398826137217,1.592843929568233
57,0.021961032074317294,1.3176619244590375
58,0.024751710779074277,1.4851026467444566
59,0.02556457764762823,1.533874658857694
60,0.016503306665757916,0.990198399945475
61,0.021011039139539844,1.2606623483723907
62,-0.00017654626559226815,-0.010592775935536088
63,0.02329573876181797,1.3977443257090783
64,0.01700613606279963,1.0203681637679778
66,0.011907267582068325,0.7144360549240995
67,0.02732226978301549,1.6393361869809293
68,0.021552735809351284,1.293164148561077
69,0.02573950724092593,1.5443704344555558
70,0.02319627912776115,1.391776747665669
71,0.025266584876961307,1.5159950926176784
72,0.02215663826850503,1.329398296110302
73,0.025064319113751992,1.5038591468251195
74,0.02473321918547172,1.483993151128303
75,0.026334930715383238,1.5800958429229943
76,0.02118860926200768,1.2713165557204609
77,0.020988108251385945,1.2592864950831566
78,0.02546391814015541,1.5278350884093246
79,0.02287015704170023,1.3722094225020136
81,0.03110802108528844,1.8664812651173064
82,0.02461992380289656,1.4771954281737936
83,0.03336250692668804,2.001750415601282
84,0.030346310180089833,1.82077861080539
85,0.022432565173958068,1.345953910437484
86,0.022236988480723564,1.3342193088434138
87,0.020670479039534433,1.240228742372066
88,0.18534228010297346,11.120536806178407
89,0.29697898197108796,17.81873891826528
90,0.03768546388553302,2.261127833131981
101,0.023237457254016148,1.3942474352409688
102,0.0215698311492802,1.294189868956812
103,0.020520425597912666,1.23122553587476
104,0.01697666970208273,1.0186001821249637
105,0.022722051045929875,1.3633230627557924
106,0.06666250913091816,3.9997505478550894
107,0.024416555506958666,1.46499333041752
108,0.02032191605030647,1.2193149630183882
109,0.020372178511737168,1.22233071070423
110,0.0236830917813684,1.420985506882104
111,0.023958364939495307,1.4375018963697184
112,0.023509705502698066,1.410582330161884
113,0.02079960716675197,1.2479764300051182
115,0.01629038948287478,0.9774233689724868
116,0.02338450500205783,1.4030703001234697
117,0.013880186058406681,0.8328111635044009
118,0.01807467505881068,1.084480503528641
119,0.02426576172924816,1.4559457037548895
120,0.023551084960822012,1.4130650976493206
121,0.02360962504942028,1.4165775029652168
122,0.02374060653966711,1.4244363923800267
123,0.024519101885418015,1.471146113125081
124,0.024923379610317337,1.4954027766190403
125,0.025212773433613615,1.512766406016817
126,0.08454260543836595,5.072556326301957
131,0.023144505301115132,1.388670318066908
145,0.028113667000320034,1.686820020019202
151,0.023147140042336544,1.3888284025401927
152,0.0214116132031215,1.2846967921872898
154,0.020717158707913925,1.2430295224748356
155,0.021392427075710412,1.2835456245426247
157,0.025002576712223362,1.5001546027334016
158,0.022282039883175106,1.3369223929905063
159,0.022720020220331625,1.3632012132198974
160,0.016930794668825043,1.0158476801295027
161,0.02250002918598546,1.3500017511591276
162,0.015280366318447034,0.9168219791068221
163,0.022019156085698308,1.3211493651418984
164,0.016949464745325063,1.0169678847195038
165,0.02002745555550213,1.2016473333301279
166,0.021728343560050458,1.3037006136030276
167,0.022330325431503758,1.3398195258902255
168,0.021336855219721472,1.2802113131832884
169,0.014944968369007647,0.8966981021404588
170,0.024457803844497753,1.4674682306698652
171,0.024878793000480952,1.492727580028857
172,0.02180063099470213,1.3080378596821278
173,0.02549660651068088,1.529796390640853
174,0.021963433645755776,1.3178060187453466
175,0.017331710756223476,1.0399026453734086
176,0.022542832095415955,1.3525699257249573
177,0.024294984540523746,1.4576990724314247
178,0.1563666683519603,9.382000101117619
179,0.023981446863979596,1.4388868118387759
180,0.16405551469557925,9.843330881734754
181,0.024219985244770967,1.453199114686258
182,0.025333754727488514,1.5200252836493109
183,0.019046574674599397,1.1427944804759638
184,0.02682436265331427,1.6094617591988563
185,0.028086661792394257,1.6851997075436553
186,0.020368735532544625,1.2221241319526774
187,0.17603425570714604,10.562055342428762
188,0.0851314597396962,5.107887584381772
189,0.035003498467300484,2.100209908038029
190,0.19168053683281677,11.500832209969007
191,0.2500131202239497,15.000787213436983
192,0.10850216486867302,6.510129892120381
193,0.01970502770066402,1.1823016620398412
194,0.08941163366090732,5.364698019654439
195,0.19711540057465227,11.826924034479136
200,0.06928102922415076,4.1568617534490455
201,0.02307453016623812,1.3844718099742872
202,0.01684803919577221,1.0108823517463326
204,0.022905653053773307,1.3743391832263985
205,0.022932717217608128,1.3759630330564876
206,0.026321709818420455,1.5793025891052273
207,0.023853713401501494,1.4312228040900896
208,0.021304687690574586,1.2782812614344752
209,0.02244301593590835,1.346580956154501
210,0.025528404329570376,1.5317042597742225
211,0.024095094195107178,1.4457056517064306
213,0.025028718515475164,1.5017231109285099
214,0.02330178945206188,1.3981073671237128
215,0.021767137590450496,1.3060282554270297
216,0.023700236428872378,1.4220141857323427
217,0.021460432969753095,1.2876259781851858
219,0.02299463699604192,1.3796782197625153
220,0.024991473696437155,1.4994884217862292
221,0.024964023570648742,1.4978414142389245
